"requirement_id","audit_requirement","audit_screen_ids","surface_group","scope","classification","evidence_references","implementation_status","implementation_reference","automated_test_reference","test_status","validation_reference","visual_status","known_deviation_ids","notes","flow_id","deviation_reason"
"SCR-040","Filter Operator Dialog / filter_operator_dialog","040_filter_operator_dialog","nested_filter_group","native","CONFIRMED","evidence/screenshots/040_filter_operator_dialog-20260801-133015.png;evidence/ui-xml/040_filter_operator_dialog-20260801-133015.xml;screens/screen-specs/040_filter_operator_dialog.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/040_filter_operator_dialog-metrics.json","PASS","validation/current/040_filter_operator_dialog.png;validation/diffs/040_filter_operator_dialog-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F03","Extra properties and the filter operator are shown disabled: nothing evaluates them, so a rule carrying one could never match. System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-041","Phrase Input Filled / phrase_input_filled","041_phrase_input_filled","phrase_editor","native","CONFIRMED","evidence/screenshots/041_phrase_input_filled-20260801-133113.png;evidence/ui-xml/041_phrase_input_filled-20260801-133113.xml;screens/screen-specs/041_phrase_input_filled.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/041_phrase_input_filled-metrics.json","PASS","validation/current/041_phrase_input_filled.png;validation/diffs/041_phrase_input_filled-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F03","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-042","Filter Phrase Added / filter_phrase_added","042_filter_phrase_added","condition_builder","native","CONFIRMED","evidence/screenshots/042_filter_phrase_added-20260801-133141.png;evidence/ui-xml/042_filter_phrase_added-20260801-133141.xml;screens/screen-specs/042_filter_phrase_added.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/042_filter_phrase_added-metrics.json","PASS","validation/current/042_filter_phrase_added.png;validation/diffs/042_filter_phrase_added-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F03","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-043","Rule Builder Filtered / rule_builder_filtered","043_rule_builder_filtered","rule_builder","native","CONFIRMED","evidence/screenshots/043_rule_builder_filtered-20260801-133213.png;evidence/ui-xml/043_rule_builder_filtered-20260801-133213.xml;screens/screen-specs/043_rule_builder_filtered.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/043_rule_builder_filtered-metrics.json","PASS","validation/current/043_rule_builder_filtered.png;validation/diffs/043_rule_builder_filtered-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F03","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-044","Add Filter Menu / add_filter_menu","044_add_filter_menu","condition_builder","native","CONFIRMED","evidence/screenshots/044_add_filter_menu-20260801-133456.png;evidence/ui-xml/044_add_filter_menu-20260801-133456.xml;screens/screen-specs/044_add_filter_menu.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/044_add_filter_menu-metrics.json","PASS","validation/current/044_add_filter_menu.png;validation/diffs/044_add_filter_menu-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Repeat capture of the populated content-filter editor; not a new surface.","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-045","Action Selector Top / action_selector_top","045_action_selector_top","phrase_editor","native","CONFIRMED","evidence/screenshots/045_action_selector_top-20260801-133519.png;evidence/ui-xml/045_action_selector_top-20260801-133519.xml;screens/screen-specs/045_action_selector_top.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/045_action_selector_top-metrics.json","PASS","validation/current/045_action_selector_top.png;validation/diffs/045_action_selector_top-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Accidental repeat of the phrase editor while locating a custom clickable span.","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-046","Action Selector Top / action_selector_top","046_action_selector_top","phrase_editor","native","CONFIRMED","evidence/screenshots/046_action_selector_top-20260801-133550.png;evidence/ui-xml/046_action_selector_top-20260801-133550.xml;screens/screen-specs/046_action_selector_top.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/046_action_selector_top-metrics.json","PASS","validation/current/046_action_selector_top.png;validation/diffs/046_action_selector_top-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Accidental repeat of the phrase editor with keyboard while locating a custom clickable span.","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-047","Action Selector Top / action_selector_top","047_action_selector_top","phrase_editor","native","CONFIRMED","evidence/screenshots/047_action_selector_top-20260801-133619.png;evidence/ui-xml/047_action_selector_top-20260801-133619.xml;screens/screen-specs/047_action_selector_top.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/047_action_selector_top-metrics.json","PASS","validation/current/047_action_selector_top.png;validation/diffs/047_action_selector_top-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Accidental repeat of the phrase editor with keyboard while locating a custom clickable span.","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-048","Action Selector Top / action_selector_top","048_action_selector_top","phrase_editor","native","CONFIRMED","evidence/screenshots/048_action_selector_top-20260801-133704.png;evidence/ui-xml/048_action_selector_top-20260801-133704.xml;screens/screen-specs/048_action_selector_top.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/048_action_selector_top-metrics.json","PASS","validation/current/048_action_selector_top.png;validation/diffs/048_action_selector_top-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Accidental repeat of the phrase editor with keyboard while locating a custom clickable span.","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-049","Action Selector Top / action_selector_top","049_action_selector_top","action_selector","native","CONFIRMED","evidence/screenshots/049_action_selector_top-20260801-133815.png;evidence/ui-xml/049_action_selector_top-20260801-133815.xml;screens/screen-specs/049_action_selector_top.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/049_action_selector_top-metrics.json","PASS","validation/current/049_action_selector_top.png;validation/diffs/049_action_selector_top-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-050","Action Selector Scroll 1 / action_selector_scroll_1","050_action_selector_scroll_1","action_selector","native","CONFIRMED","evidence/screenshots/050_action_selector_scroll_1-20260801-133837.png;evidence/ui-xml/050_action_selector_scroll_1-20260801-133837.xml;screens/screen-specs/050_action_selector_scroll_1.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/050_action_selector_scroll_1-metrics.json","PASS","validation/current/050_action_selector_scroll_1.png;validation/diffs/050_action_selector_scroll_1-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-051","Action Selector Scroll 2 / action_selector_scroll_2","051_action_selector_scroll_2","action_selector","native","CONFIRMED","evidence/screenshots/051_action_selector_scroll_2-20260801-133852.png;evidence/ui-xml/051_action_selector_scroll_2-20260801-133852.xml;screens/screen-specs/051_action_selector_scroll_2.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/051_action_selector_scroll_2-metrics.json","PASS","validation/current/051_action_selector_scroll_2.png;validation/diffs/051_action_selector_scroll_2-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-052","Action Selector Scroll 3 / action_selector_scroll_3","052_action_selector_scroll_3","action_selector","native","CONFIRMED","evidence/screenshots/052_action_selector_scroll_3-20260801-133912.png;evidence/ui-xml/052_action_selector_scroll_3-20260801-133912.xml;screens/screen-specs/052_action_selector_scroll_3.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/052_action_selector_scroll_3-metrics.json","PASS","validation/current/052_action_selector_scroll_3.png;validation/diffs/052_action_selector_scroll_3-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-053","Action Selector Scroll 4 / action_selector_scroll_4","053_action_selector_scroll_4","action_selector","native","CONFIRMED","evidence/screenshots/053_action_selector_scroll_4-20260801-133931.png;evidence/ui-xml/053_action_selector_scroll_4-20260801-133931.xml;screens/screen-specs/053_action_selector_scroll_4.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/053_action_selector_scroll_4-metrics.json","PASS","validation/current/053_action_selector_scroll_4.png;validation/diffs/053_action_selector_scroll_4-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-054","Action Selector Scroll 5 / action_selector_scroll_5","054_action_selector_scroll_5","action_selector","native","CONFIRMED","evidence/screenshots/054_action_selector_scroll_5-20260801-133946.png;evidence/ui-xml/054_action_selector_scroll_5-20260801-133946.xml;screens/screen-specs/054_action_selector_scroll_5.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/054_action_selector_scroll_5-metrics.json","PASS","validation/current/054_action_selector_scroll_5.png;validation/diffs/054_action_selector_scroll_5-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-055","Action Selector Scroll 6 / action_selector_scroll_6","055_action_selector_scroll_6","action_selector","native","CONFIRMED","evidence/screenshots/055_action_selector_scroll_6-20260801-134003.png;evidence/ui-xml/055_action_selector_scroll_6-20260801-134003.xml;screens/screen-specs/055_action_selector_scroll_6.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/055_action_selector_scroll_6-metrics.json","PASS","validation/current/055_action_selector_scroll_6.png;validation/diffs/055_action_selector_scroll_6-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-056","Action Selector Scroll 7 / action_selector_scroll_7","056_action_selector_scroll_7","action_selector","native","CONFIRMED","evidence/screenshots/056_action_selector_scroll_7-20260801-134020.png;evidence/ui-xml/056_action_selector_scroll_7-20260801-134020.xml;screens/screen-specs/056_action_selector_scroll_7.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/056_action_selector_scroll_7-metrics.json","PASS","validation/current/056_action_selector_scroll_7.png;validation/diffs/056_action_selector_scroll_7-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-057","Action Selector Bottom / action_selector_bottom","057_action_selector_bottom","action_selector","native","CONFIRMED","evidence/screenshots/057_action_selector_bottom-20260801-134035.png;evidence/ui-xml/057_action_selector_bottom-20260801-134035.xml;screens/screen-specs/057_action_selector_bottom.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/057_action_selector_bottom-metrics.json","PASS","validation/current/057_action_selector_bottom.png;validation/diffs/057_action_selector_bottom-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04;F15","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-058","Action Selector Bottom 2 / action_selector_bottom_2","058_action_selector_bottom_2","action_selector","native","CONFIRMED","evidence/screenshots/058_action_selector_bottom_2-20260801-134053.png;evidence/ui-xml/058_action_selector_bottom_2-20260801-134053.xml;screens/screen-specs/058_action_selector_bottom_2.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/058_action_selector_bottom_2-metrics.json","PASS","validation/current/058_action_selector_bottom_2.png;validation/diffs/058_action_selector_bottom_2-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04;F15","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-059","Rule Builder Validation Missing / rule_builder_validation_missing","059_rule_builder_validation_missing","rule_builder","native","CONFIRMED","evidence/screenshots/059_rule_builder_validation_missing-20260801-134335.png;evidence/ui-xml/059_rule_builder_validation_missing-20260801-134335.xml;screens/screen-specs/059_rule_builder_validation_missing.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/059_rule_builder_validation_missing-metrics.json","PASS","validation/current/059_rule_builder_validation_missing.png;validation/diffs/059_rule_builder_validation_missing-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-060","Rule Builder Filter Restored / rule_builder_filter_restored","060_rule_builder_filter_restored","rule_builder","native","CONFIRMED","evidence/screenshots/060_rule_builder_filter_restored-20260801-134603.png;evidence/ui-xml/060_rule_builder_filter_restored-20260801-134603.xml;screens/screen-specs/060_rule_builder_filter_restored.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/060_rule_builder_filter_restored-metrics.json","PASS","validation/current/060_rule_builder_filter_restored.png;validation/diffs/060_rule_builder_filter_restored-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-061","Action Selector Mute Selected / action_selector_mute_selected","061_action_selector_mute_selected","action_selector","native","CONFIRMED","evidence/screenshots/061_action_selector_mute_selected-20260801-134703.png;evidence/ui-xml/061_action_selector_mute_selected-20260801-134703.xml;screens/screen-specs/061_action_selector_mute_selected.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/061_action_selector_mute_selected-metrics.json","PASS","validation/current/061_action_selector_mute_selected.png;validation/diffs/061_action_selector_mute_selected-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-062","Rule Builder Complete / rule_builder_complete","062_rule_builder_complete","rule_builder","native","CONFIRMED","evidence/screenshots/062_rule_builder_complete-20260801-134718.png;evidence/ui-xml/062_rule_builder_complete-20260801-134718.xml;screens/screen-specs/062_rule_builder_complete.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/062_rule_builder_complete-metrics.json","PASS","validation/current/062_rule_builder_complete.png;validation/diffs/062_rule_builder_complete-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F04","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-063","Rules Populated Test Record / rules_populated_test_record","063_rules_populated_test_record","rules_home","native","CONFIRMED","evidence/screenshots/063_rules_populated_test_record-20260801-134745.png;evidence/ui-xml/063_rules_populated_test_record-20260801-134745.xml;screens/screen-specs/063_rules_populated_test_record.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/063_rules_populated_test_record-metrics.json","PASS","validation/current/063_rules_populated_test_record.png;validation/diffs/063_rules_populated_test_record-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-064","Rules Test Record Disabled / rules_test_record_disabled","064_rules_test_record_disabled","rules_home","native","CONFIRMED","evidence/screenshots/064_rules_test_record_disabled-20260801-134809.png;evidence/ui-xml/064_rules_test_record_disabled-20260801-134809.xml;screens/screen-specs/064_rules_test_record_disabled.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/064_rules_test_record_disabled-metrics.json","PASS","validation/current/064_rules_test_record_disabled.png;validation/diffs/064_rules_test_record_disabled-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05;F12","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-065","Rule Overflow Menu / rule_overflow_menu","065_rule_overflow_menu","rule_overflow_menu","native","CONFIRMED","evidence/screenshots/065_rule_overflow_menu-20260801-134830.png;evidence/ui-xml/065_rule_overflow_menu-20260801-134830.xml;screens/screen-specs/065_rule_overflow_menu.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/065_rule_overflow_menu-metrics.json","PASS","validation/current/065_rule_overflow_menu.png;validation/diffs/065_rule_overflow_menu-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-066","Rule Enable For Dialog / rule_enable_for_dialog","066_rule_enable_for_dialog","enable_for_menu","native","CONFIRMED","evidence/screenshots/066_rule_enable_for_dialog-20260801-134850.png;evidence/ui-xml/066_rule_enable_for_dialog-20260801-134850.xml;screens/screen-specs/066_rule_enable_for_dialog.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/066_rule_enable_for_dialog-metrics.json","PASS","validation/current/066_rule_enable_for_dialog.png;validation/diffs/066_rule_enable_for_dialog-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-067","Rule Priority Dialog / rule_priority_dialog","067_rule_priority_dialog","rules_home","native","CONFIRMED","evidence/screenshots/067_rule_priority_dialog-20260801-134916.png;evidence/ui-xml/067_rule_priority_dialog-20260801-134916.xml;screens/screen-specs/067_rule_priority_dialog.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/RulesScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/067_rule_priority_dialog-metrics.json","PASS","validation/current/067_rule_priority_dialog.png;validation/diffs/067_rule_priority_dialog-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","Set priority dismissed the overflow menu without presenting a persistent dialog; this capture is the returned Rules state.","","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-068","Rule Folder Dialog / rule_folder_dialog","068_rule_folder_dialog","folder_dialog","native","CONFIRMED","evidence/screenshots/068_rule_folder_dialog-20260801-135107.png;evidence/ui-xml/068_rule_folder_dialog-20260801-135107.xml;screens/screen-specs/068_rule_folder_dialog.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/068_rule_folder_dialog-metrics.json","PASS","validation/current/068_rule_folder_dialog.png;validation/diffs/068_rule_folder_dialog-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-069","Rule Rename Dialog / rule_rename_dialog","069_rule_rename_dialog","rename_dialog","native","CONFIRMED","evidence/screenshots/069_rule_rename_dialog-20260801-135137.png;evidence/ui-xml/069_rule_rename_dialog-20260801-135137.xml;screens/screen-specs/069_rule_rename_dialog.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/069_rule_rename_dialog-metrics.json","PASS","validation/current/069_rule_rename_dialog.png;validation/diffs/069_rule_rename_dialog-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-070","Rule Edit Existing / rule_edit_existing","070_rule_edit_existing","rule_builder","native","CONFIRMED","evidence/screenshots/070_rule_edit_existing-20260801-135159.png;evidence/ui-xml/070_rule_edit_existing-20260801-135159.xml;screens/screen-specs/070_rule_edit_existing.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/070_rule_edit_existing-metrics.json","PASS","validation/current/070_rule_edit_existing.png;validation/diffs/070_rule_edit_existing-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F05","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-071","History Populated Test Notification / history_populated_test_notification","071_history_populated_test_notification","history","native","CONFIRMED","evidence/screenshots/071_history_populated_test_notification-20260801-135246.png;evidence/ui-xml/071_history_populated_test_notification-20260801-135246.xml;screens/screen-specs/071_history_populated_test_notification.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/HistoryScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/071_history_populated_test_notification-metrics.json","PASS","validation/current/071_history_populated_test_notification.png;validation/diffs/071_history_populated_test_notification-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F07","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-072","History Notification Detail / history_notification_detail","072_history_notification_detail","history_item_menu","native","CONFIRMED","evidence/screenshots/072_history_notification_detail-20260801-135317.png;evidence/ui-xml/072_history_notification_detail-20260801-135317.xml;screens/screen-specs/072_history_notification_detail.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/SignalOverlay.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/072_history_notification_detail-metrics.json","PASS","validation/current/072_history_notification_detail.png;validation/diffs/072_history_notification_detail-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F07","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-073","History Item Activity / history_item_activity","073_history_item_activity","history_activity","native","CONFIRMED","evidence/screenshots/073_history_item_activity-20260801-135350.png;evidence/ui-xml/073_history_item_activity-20260801-135350.xml;screens/screen-specs/073_history_item_activity.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/HistoryScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/073_history_item_activity-metrics.json","PASS","validation/current/073_history_item_activity.png;validation/diffs/073_history_item_activity-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F07","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-074","History Item Changes / history_item_changes","074_history_item_changes","history_activity","native","CONFIRMED","evidence/screenshots/074_history_item_changes-20260801-135444.png;evidence/ui-xml/074_history_item_changes-20260801-135444.xml;screens/screen-specs/074_history_item_changes.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/HistoryScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/074_history_item_changes-metrics.json","PASS","validation/current/074_history_item_changes.png;validation/diffs/074_history_item_changes-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F07","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-075","History Rule Triggered Filter Empty / history_rule_triggered_filter_empty","075_history_rule_triggered_filter_empty","history","native","CONFIRMED","evidence/screenshots/075_history_rule_triggered_filter_empty-20260801-135526.png;evidence/ui-xml/075_history_rule_triggered_filter_empty-20260801-135526.xml;screens/screen-specs/075_history_rule_triggered_filter_empty.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/HistoryScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/075_history_rule_triggered_filter_empty-metrics.json","PASS","validation/current/075_history_rule_triggered_filter_empty.png;validation/diffs/075_history_rule_triggered_filter_empty-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F07","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-076","History Dismissed Filter Empty / history_dismissed_filter_empty","076_history_dismissed_filter_empty","history","native","CONFIRMED","evidence/screenshots/076_history_dismissed_filter_empty-20260801-135552.png;evidence/ui-xml/076_history_dismissed_filter_empty-20260801-135552.xml;screens/screen-specs/076_history_dismissed_filter_empty.json","VISUALLY_VALIDATED","app/src/main/java/com/sysadmindoc/nono/ui/HistoryScreens.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/076_history_dismissed_filter_empty-metrics.json","PASS","validation/current/076_history_dismissed_filter_empty.png;validation/diffs/076_history_dismissed_filter_empty-metrics.json","PASS_THRESHOLD","DEV-002;DEV-004;DEV-005","","F07","System typography/accessibility adjustments and safe local simulation replace unknown runtime internals."
"SCR-077","Explore Scrolled 1 / explore_scrolled_1","077_explore_scrolled_1","explore","native","CONFIRMED","evidence/screenshots/077_explore_scrolled_1-20260801-135617.png;evidence/ui-xml/077_explore_scrolled_1-20260801-135617.xml;screens/screen-specs/077_explore_scrolled_1.json","IMPLEMENTED","app/src/main/java/com/sysadmindoc/nono/ui/ExploreScreen.kt","validation/reports/unit-test-results.json;validation/reports/instrumentation-test-results.json;validation/diffs/077_explore_scrolled_1-metrics.json","FAIL_THRESHOLD_DOCUMENTED","validation/current/077_explore_scrolled_1.png;validation/diffs/077_explore_scrolled_1-metrics.json","FAIL_THRESHOLD_DOCUMENTED","DEV-002;DEV-003;DEV-006","","F08","Original editorial copy and illustrations were not authorized."
